Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
10-Apr-13,8.9,4.3,0,-2.6,0.5,994.6,6.349,
11-Apr-13,9.6,5.7,0,1.3,14.2,988.5,7.337,
12-Apr-13,12.2,4.5,0,-0.1,0.8,992.8,8.75,
13-Apr-13,14,2.7,0,-3.1,0.3,994.8,8.06,
14-Apr-13,14.6,9.3,0,8.3,3,992.5,11.09,
15-Apr-13,16.6,9.6,0,5.4,0.3,998.1,11.34,
16-Apr-13,14.9,5.8,0,5.4,0.1,999.9,11.735,
17-Apr-13,15.2,8.4,0,-0.1,1,994.8,11.552,
18-Apr-13,11.9,5.3,0,4.1,6.8,1000.1,10.65,
19-Apr-13,13.7,3.3,0,-1.2,0.1,1020.6,10.275,
20-Apr-13,14.2,2.1,0,-2.2,0,1021.2,9.792,
21-Apr-13,13.6,5.9,0,3.9,3.1,1012.4,11.14,
22-Apr-13,15.8,6.2,0,0.3,0.3,1006.4,11.035,
23-Apr-13,17,7.6,0,3.5,0,1011.7,12.44,
24-Apr-13,14.6,7.3,0,5.3,4.8,1015.1,12.455,
25-Apr-13,13.1,4.4,0,7.3,8.6,1015.6,11.788,
26-Apr-13,10.7,2,0,-0.6,0.6,1013.9,10.097,
27-Apr-13,11.3,2.5,0,-0.5,0,1015.1,10.37,
28-Apr-13,13.1,4.3,0,4.4,0.7,1009.2,11.198,
29-Apr-13,13.6,3.6,0,1,0.2,1013.6,11.115,
30-Apr-13,11.9,1.6,0,-3.5,0,1021.1,10.615,
01-May-13,15.7,3.5,0,-2.2,0.1,1019.6,12.315,
02-May-13,16.4,2.7,0,-2.5,0,1017.3,13.125,
03-May-13,14.8,8.6,0,8.2,2.2,1009.9,12.99,
04-May-13,15.8,7.5,0,5.1,0.3,1007.2,13.54,
05-May-13,17.5,10.6,0,8.3,0,1011.8,15.185,
06-May-13,18.8,7.4,0,7.6,0.3,1011.7,16.972,
07-May-13,17.7,6.2,0,1.6,0.1,1004.6,16.532,
08-May-13,16.6,7.7,0,9.6,7.6,992.6,14.922,
09-May-13,13.2,7.7,0,4.5,3.4,989.8,12.052,
10-May-13,14.7,5.7,0,6.7,2.4,998.9,13.24,
11-May-13,12.1,5.1,0,1,3.2,1004.4,12.635,
12-May-13,15.1,5,0,1.1,1.3,1006.1,12.045,
13-May-13,11.8,4.8,0,2.1,1.8,1002.6,12.14,
14-May-13,14.5,3.8,0,-0.1,0,994.7,12.422,
15-May-13,12.5,4.4,0,0.9,1.2,993,12.757,
16-May-13,10.3,2.1,0,-1.9,0.9,995.5,11.37,
17-May-13,13.6,1.2,0,-3.2,0,1003,12.163,
18-May-13,12.1,6.6,0,3,1.1,1004.3,12.375,
19-May-13,16,8.6,0,7.3,0.1,1007.6,15.74,
20-May-13,15.4,9.8,0,9.1,0,1013.1,15.307,
21-May-13,17.8,8.6,0,8.5,0,1015.8,16.35,
22-May-13,14.2,6.8,0,4.1,0,1018.1,16.045,
23-May-13,11.8,3.8,0,-0.6,0,1015,13.693,
24-May-13,14.1,4.3,0,2.3,0.1,1014.8,14.12,
25-May-13,16.2,2.8,0,-1.5,0.1,1016.8,15.958,
26-May-13,17.9,9.5,0,5.3,0.7,1008.8,17.835,
27-May-13,14.6,5.7,0,8.4,8.4,996.4,15.948,
28-May-13,14.3,4.5,0,-1,3.2,996.8,14.725,
29-May-13,19.5,9.1,0,8.4,3.9,1005,16.337,
30-May-13,20.4,8.4,0,3.4,0,1012.8,17.858,
31-May-13,16.1,5.8,0,1.1,0,1017.9,16.513,
01-Jun-13,15.2,5,0,-0.6,0.4,1022.2,15.398,
02-Jun-13,17.2,7.1,0,2,0,1024.8,16.19,
03-Jun-13,19,9,0,8.7,0,1026.6,19.135,
04-Jun-13,19.2,7.9,0,2.5,0,1022.7,19.512,
05-Jun-13,18.2,7,0,1.7,0,1017.1,19.972,
06-Jun-13,17.8,8.2,0,2.3,0,1017.4,20.17,
07-Jun-13,20.3,8.1,0,2.6,0,1019.6,20.747,
08-Jun-13,20.5,7.6,0,1.9,0,1016.8,21.385,
09-Jun-13,20.6,7.9,0,1.9,0,1011.2,21.345,
10-Jun-13,19.1,7.7,0,2.4,6.3,1006.2,20.515,
11-Jun-13,19.8,10.4,0,10.1,10.7,1000.7,17.798,
12-Jun-13,16.8,11.6,0,11.8,5.8,997.8,17.22,
13-Jun-13,17.3,7.5,0,10.2,3.3,1001.1,17.145,
14-Jun-13,17,7.6,0,3,2.1,998.4,15.108,
15-Jun-13,18.7,6.9,0,2.1,0.9,998,15.682,
16-Jun-13,18,10.2,0,8.9,2.9,1005.2,16.923,
17-Jun-13,16.4,9.5,0,10.7,2.8,1010.2,16,
18-Jun-13,21.1,7.2,0,3.7,0,1010.1,17.513,
19-Jun-13,20.2,9.9,0,9.7,0,1012,19.778,
20-Jun-13,20.3,9.4,0,4.9,0,1007.2,19.94,
21-Jun-13,19.7,11.9,0,13.3,0.9,1000.5,20.337,
22-Jun-13,17.9,11.3,0,9.2,3.2,994,18.638,
23-Jun-13,15.1,8.8,0,9.8,0.3,1006.7,16.462,
24-Jun-13,17.2,7.9,0,3.5,0,1018.3,16.753,
25-Jun-13,18.5,7.7,0,3.2,0,1023.1,17.58,
26-Jun-13,19.5,11.2,0,8,0,1026.8,19.785,
27-Jun-13,17.8,9.6,0,4.9,3.3,1022.9,17.5,
28-Jun-13,18.8,11.6,0,13.4,0.1,1016.3,17.717,
29-Jun-13,22.5,10.3,0,6.8,0,1017.9,17.642,
30-Jun-13,18.9,11.5,0,9.3,0.7,1013.9,18.312,
01-Jul-13,18.3,9.5,0,4.8,0,1009,17.868,
02-Jul-13,18.1,12,0,9.9,5.2,999.5,16.705,
03-Jul-13,20.1,11.5,0,9.6,0.8,1000.1,17.845,
04-Jul-13,19,10.9,0,12.8,0.2,1011.8,19.53,
05-Jul-13,21.6,9.2,0,4.9,0,1021.4,19.925,
06-Jul-13,24.5,10.2,0,4.3,0,1024.1,22.03,
07-Jul-13,22.4,13.9,0,12.9,0,1028.2,22.728,
08-Jul-13,24.8,12.5,0,8.6,0,1028.7,23.64,
09-Jul-13,27.1,12.1,0,7.6,0,1024.8,24.865,
10-Jul-13,22.7,12.3,0,6.9,0,1022,24.882,
11-Jul-13,22.7,12.4,0,7.5,0,1020.8,24.78,
12-Jul-13,27.5,11.3,0,6.3,0,1019.4,25.13,
13-Jul-13,24.6,13.2,0,11.3,0,1020.7,25.54,
14-Jul-13,25.9,12.2,0,8.5,0,1019.8,24.785,
15-Jul-13,19.7,12.2,0,9.7,0,1019.2,22.858,
16-Jul-13,23.1,11.6,0,6.5,0,1019,22.23,
17-Jul-13,24.3,13.7,0,13.3,0,1020.8,23.737,
18-Jul-13,25.4,11.8,0,7.6,0,1022.5,24.363,
19-Jul-13,26.3,13.2,0,7.8,0,1020.9,24.987,
20-Jul-13,23.3,14.8,0,10.2,0,1017.8,25.385,
21-Jul-13,21,13.8,0,9.2,0,1013.8,23.638,
22-Jul-13,22.8,15.3,0,11.9,0,1009.2,24.288,
23-Jul-13,23.9,16.4,0,13.4,1.8,1005.6,23.425,
24-Jul-13,22.4,14.7,0,11.5,4.3,1004.2,20.795,
25-Jul-13,22.1,13.8,0,10.9,32.6,1003.5,20.85,
26-Jul-13,22.1,11.7,0,6.9,0.7,1004.7,20.118,
27-Jul-13,21,10.7,0,5.5,0.8,1001.1,18.513,
28-Jul-13,21.8,10.4,0,5.1,8,996.4,18.138,
29-Jul-13,21.5,12.7,0,11.1,5.7,1000.8,19.403,
30-Jul-13,21.6,10.1,0,4.9,0.7,1005.1,18.925,
31-Jul-13,20.4,13,0,9.2,6.8,1003.2,17.843,
01-Aug-13,23,18,0,14.4,2.2,997.4,19.52,
02-Aug-13,22.1,12.7,0,12.4,6.2,996.4,19.475,
03-Aug-13,21,12.4,0,9,3.5,1003.3,18.478,
04-Aug-13,20.5,10.9,0,6.5,6.5,1006.3,18.27,
05-Aug-13,20.4,12.7,0,14.3,0.2,1006.5,18.823,
06-Aug-13,20,11.9,0,9.2,0.2,1008.8,18.34,
07-Aug-13,20.9,10.3,0,6.7,0,1010.4,18.685,
08-Aug-13,22.6,13,0,11.9,0.6,1009.8,20.222,
09-Aug-13,18.8,13.4,0,10.5,0,1013.5,19.163,
10-Aug-13,21.4,12.4,0,11.3,0,1015.2,19.6,
11-Aug-13,19.8,11.1,0,7.2,0,1011.8,19.622,
12-Aug-13,18.8,10,0,5.5,1.4,1013.3,18.733,
13-Aug-13,20.1,11.9,0,8.7,1.1,1015.9,18.802,
14-Aug-13,23.7,12.4,0,9.5,0.8,1012.3,19.85,
15-Aug-13,22.7,14.1,0,12.1,16.1,1006.2,19.587,
16-Aug-13,20.5,10.7,0,5.4,0.9,1007,18.81,
17-Aug-13,22.8,11.9,0,9.8,0.2,999.4,18.905,
18-Aug-13,18.8,11.3,0,6.9,0.5,1003.3,18.145,
19-Aug-13,21.1,10.1,0,4.7,0.1,1014,18.353,
20-Aug-13,21.2,13.4,0,9.2,0,1017.5,18.885,
21-Aug-13,22.1,15.1,0,13,0,1013.8,20.275,
22-Aug-13,20.1,12.7,0,9.5,0,1011.1,20.95,
23-Aug-13,17.7,12.8,0,8.9,5.9,1007.9,18.548,
24-Aug-13,17.2,8.5,0,3.4,0.4,1010,17.202,
25-Aug-13,20.7,11.5,0,13.4,0.3,1013.1,18.282,
26-Aug-13,19.2,10.1,0,5.9,0,1016.1,17.528,
27-Aug-13,19.3,12.1,0,6.6,0.6,1016.7,17.735,
28-Aug-13,20.6,10.7,0,8.2,0,1017.3,17.968,
29-Aug-13,22.2,13.6,0,10.8,0,1014.3,19.588,
30-Aug-13,21.2,8.9,0,10.1,0.1,1014.6,19.342,
31-Aug-13,17.9,7.1,0,1,0,1022.8,16.733,
01-Sep-13,18.4,9.4,0,5.5,0,1024,16.87,
02-Sep-13,22.6,13.1,0,9.6,0,1021.5,19.23,
03-Sep-13,23.2,11.4,0,8.4,0,1019.4,20.56,
04-Sep-13,23.4,9.7,0,3,0,1012.1,19.385,
05-Sep-13,17.9,7.8,0,8.7,0,1008.6,19.663,
06-Sep-13,16.5,4.6,0,-1,1.6,1006.8,16.395,
07-Sep-13,11.4,7.9,0,5.8,7.3,1005.7,14.61,
08-Sep-13,16,6.4,0,8.1,1.5,1007.9,14.605,
09-Sep-13,17.9,5.2,0,-0.1,0,1014.3,13.87,
10-Sep-13,17.3,8.1,0,2.6,0,1020.6,13.852,
11-Sep-13,17.3,11.4,0,9.3,0.8,1018.6,15.03,
12-Sep-13,18.5,10.5,0,13.7,2.3,1012.6,16.843,
13-Sep-13,14.2,8,0,5,0.2,1014.2,14.515,
14-Sep-13,17.1,5.9,0,0.9,0,1012.8,13.943,
15-Sep-13,17.1,7.1,0,3.9,4.2,1001.3,14.247,
16-Sep-13,14.1,6.7,0,2.7,0.6,997,12.24,
17-Sep-13,10.8,8.3,0,5.2,9.4,993.7,12.26,
18-Sep-13,14.5,7.9,0,5.2,0.1,1000.2,13.078,
19-Sep-13,17.7,8.7,0,3.8,2.8,1002.4,13.805,
20-Sep-13,17,8.2,0,2.9,0,1010.8,13.84,
21-Sep-13,23.8,12.7,0,5.7,0,1015.1,16.298,
22-Sep-13,23.2,12.5,0,6.4,0,1019.8,16.565,
23-Sep-13,22.5,10.3,0,5.6,0,1016,16.565,
24-Sep-13,18.5,13.6,0,11.4,0.2,1010,16.96,
25-Sep-13,16.1,13.4,0,13.8,1.6,1006.8,16.243,
26-Sep-13,15.1,13.6,0,13.2,0.5,1008.5,15.307,
27-Sep-13,19.3,12.8,0,8.7,0,1007.4,15.955,
28-Sep-13,18.2,11.5,0,6.5,0.2,1003.3,15.537,
29-Sep-13,16.5,12.8,0,12.3,0,1001.2,15.288,
30-Sep-13,15.4,12.5,0,9.4,0.5,999.4,14.42,
01-Oct-13,15.2,13.2,0,12.8,5.3,998.4,14.583,
02-Oct-13,18.7,14.6,0,13.3,3.2,997,15.5,
03-Oct-13,17.3,14.5,0,12.4,15.1,995.7,15.503,
04-Oct-13,16.7,11,0,12.9,0.7,1002.1,15.705,
05-Oct-13,19.5,9.9,0,5.7,0.1,1012.7,15.265,
06-Oct-13,19.9,12.5,0,7.4,1,1015,15.305,
07-Oct-13,19.3,15.5,0,11.6,0,1013.8,16.14,
08-Oct-13,17.1,11.5,0,9.1,0.1,1017.4,15.66,
09-Oct-13,13.6,4.9,0,6.4,0,1018.6,13.073,
10-Oct-13,12.9,2.9,0,-0.7,0,1021.8,9.602,
11-Oct-13,13.6,4,0,0,0,1023.2,10.34,
12-Oct-13,12.5,10.1,0,6,0,1019.1,11.173,
13-Oct-13,11.9,8.3,0,9.9,0.1,1012.4,11.57,
14-Oct-13,13.1,5.9,0,5.6,0.8,1007.8,10.827,
15-Oct-13,14.9,3.4,0,-1.5,0,1006,9.49,
16-Oct-13,13,9.5,0,2.6,19.6,1000,11.017,
17-Oct-13,17.8,7.6,0,1.1,0.1,1003.9,10.462,
18-Oct-13,14.2,10.2,0,4,9.7,999.4,11.363,
19-Oct-13,15,10.3,0,6.3,2.3,991.4,11.423,
20-Oct-13,16.7,9.2,0,4.4,1.8,990.7,11.555,
21-Oct-13,16.7,7.6,0,1.8,9.9,989.4,11.007,
22-Oct-13,17.2,11.7,0,9.6,1.6,981,12.913,
23-Oct-13,12.6,3.9,0,4.8,0.4,990.5,11.175,
24-Oct-13,16.1,3.9,0,-2.1,1.5,1000.5,9.68,
25-Oct-13,16.4,11.7,0,7.5,6.7,992.3,12.167,
26-Oct-13,14.2,9.1,0,6.6,6.3,988.2,11.222,
27-Oct-13,14.1,9.2,0,2.9,1.9,980.1,10.235,
28-Oct-13,12.5,7.2,0,5.9,0.7,986.4,10.265,
29-Oct-13,11.6,3.8,0,-0.9,1.1,1003.4,8.469,
30-Oct-13,15.2,3,0,-2.1,0.5,1005.5,7.965,
31-Oct-13,13.9,7.1,0,0.4,1.5,1005.3,8.463,
01-Nov-13,12.6,2.3,0,-1.1,0.1,999.5,7.22,
02-Nov-13,11.6,0.9,0,-4.1,3.1,985.9,6.565,
03-Nov-13,11.1,3.6,0,-0.5,0.1,989.7,6.231,
04-Nov-13,9.7,0,0,-6.1,0.1,988.4,5.046,
05-Nov-13,10.3,6.7,0,-2.6,1.1,986.8,7.492,
06-Nov-13,9.9,3.8,0,1.8,1.7,991.9,7.965,
07-Nov-13,10.8,3,0,-3.1,0.3,996.4,6.013,
08-Nov-13,9.8,3,0,-2.5,0.6,997.2,5.294,
09-Nov-13,8.2,1.9,0,-3.9,1.2,998.7,4.348,
10-Nov-13,11.3,0.8,0,-5.8,4.3,1007.4,4.752,
11-Nov-13,14.3,8.3,0,-3,0.3,1011.1,9.472,
12-Nov-13,10.5,2.9,0,-2.1,0,1022.4,6.529,
13-Nov-13,10.6,2,0,-4.9,1.2,1020.8,5.204,
14-Nov-13,9.4,5.2,0,0,0.3,1023.1,6.04,
15-Nov-13,10.4,6.4,0,1.6,0,1028.9,7.388,
16-Nov-13,11.1,9,0,7.1,0,1025.2,8.49,
17-Nov-13,12.7,9.5,0,6.7,2.5,1016,9.63,
18-Nov-13,10.5,1.6,0,5,3,1007.9,7.929,
19-Nov-13,5.5,-0.1,0,-3.1, , ,3.824,
20-Nov-13,7.6,3.4,4, ,1,1003.9,5.312,
21-Nov-13,5.1,1.5,0,-0.8,0,1010,3.525,
22-Nov-13,6.3,-1.2,0,-3.3,0.2,1017.9,3.061,
23-Nov-13,6.4,-1.8,0,-6.6,0,1023,3.347,
24-Nov-13,8.1,5.7,0,1.6,0,1029.1,5.766,
25-Nov-13,9.8,5.1,0,4.1,0,1034.8,6.227,
26-Nov-13,8.3,4.4,0,0.2,0,1034.8,6.315,
27-Nov-13,9.3,4.6,0,0.5,0,1031.9,6.801,
28-Nov-13,10.1,8.1,0,6.4,0.4,1030.2,8.07,
29-Nov-13,8.6,4.9,0,4.7,0,1025.6,7.374,
30-Nov-13,7.8,1.9,0,-1.9,0.1,1026.3,5.004,
01-Dec-13,9.9,6.7,0,-0.8,0.3,1028.9,7.197,
02-Dec-13,8.7,5.1,0,1.3,0.1,1026.9,7.392,
03-Dec-13,9.7,2.9,0,-1.9,0.1,1021.4,6.306,
04-Dec-13,6.3,1.3,0,-3.8,0.1,1024.1,4.579,
05-Dec-13,10.3,3.2,0,-3.4,0.7,1017.7,5.054,
06-Dec-13,9.5,2.3,0,-1.5,0.4,1022.3,4.991,
07-Dec-13,9.1,6.1,0,1.8,0.1,1018,6.15,
08-Dec-13,11.4,7,0,2.7,0,1014.1,6.656,
09-Dec-13,11.7,5.6,0,0.2,0,1016.6,6.39,
10-Dec-13,13.4,10.7,0,3.3,0,1016.4,8.184,
11-Dec-13,12.6,9.2,0,7.3,0,1014.2,8.383,
12-Dec-13,15.1,12.2,0,6,0,1008.2,9.92,
13-Dec-13,14,4.1,0,10.9,0.4,1006.4,9.399,
14-Dec-13,12.4,4.1,0,0,7.7,1002.8,7.067,
15-Dec-13,12.4,5.2,0,-0.1,2.2,1002.1,6.515,
16-Dec-13,9.4,3.8,0,2.1,7.9,1004.9,6.42,
17-Dec-13,9.4,0.6,0,-4.8,0,1007.1,3.482,
18-Dec-13,13.1,4,0,-1.6,10,984.5,6.657,
19-Dec-13,4.2,1.4,0,-1,1.2,990.8,3.71,
20-Dec-13,11.8,2.2,0,-0.9,5.7,999.8,4.285,
21-Dec-13,9.7,3.9,0,4.3,9.5,993.5,5.591,
22-Dec-13,5.4,1.1,0,0.1,2,996,3.378,
23-Dec-13,11.7,2.9,0,-1.7,2.1,976.8,4.409,
24-Dec-13,6.4,2,0,0.3,4.4,961.7,3.322,
25-Dec-13,7.3,-1.8,0,-6.4,0,974.1,1.658,
26-Dec-13,10.2,-1.1,0,-6.7,5.3,973.7,1.236,
27-Dec-13,8.9,3.2,0,-0.2,7.5,966.3,4.303,
28-Dec-13,5.7,1.9,0,-2.8,0.1,989.6,2.235,
29-Dec-13,11.1,1.2,0,-4.7,1.8,998.8,2.07,
30-Dec-13,11.2,3.7,0,-4.6,13.8,991.9,5.101,
31-Dec-13,9.5,4.1,0,-1.3,4.1,986.8,4.414,
01-Jan-14,10.5,2.7,0,-1.1,4.5,974.3,3.87,
02-Jan-14,10.3,4.7,0,0.1,0.2,975.9,3.873,
03-Jan-14,8.3,3.6,0,1.7,3.6,975,4.308,
04-Jan-14,5.1,1.2,0,-2,3.1,984,2.549,
05-Jan-14,12.8,1.6,0,-3.5,4.3,980.6,3.404,
06-Jan-14,10.3,7.5,0,4.4,4.6,973.8,5.183,
07-Jan-14,9.8,6.6,0,4.4,0.5,985.9,4.901,
08-Jan-14,8.6,4.7,0,-0.7,8,999,4.576,
09-Jan-14,6.1,1.2,0,-1,0.5,1000.1,3.216,
10-Jan-14,9.9,1.7,0,-1.8,4.8,1002.9,4.393,
11-Jan-14,6.7,-0.4,0,-3.4,0.2,1010.4,2.181,
12-Jan-14,9.9,2.6,0,-4.5,0.2,1001.6,3.841,
13-Jan-14,6.8,0.5,0,-4.3,0.2,992.8,2.525,
14-Jan-14,10.2,-1.1,0,-6.2,3.3,992.8,1.934,
15-Jan-14,11,5.5,0,-2,2.2,984,5.516,
16-Jan-14,10.3,3.1,0,-0.8,0.3,976,3.896,
17-Jan-14,7.5,4.4,0,-1.2,0,978,4.845,
18-Jan-14,6.5,2.6,0,-0.6,8.3,979.7,4.28,
19-Jan-14,7.8,1.3,0,-2.1,0,987.5,3.532,
20-Jan-14,7.2,-0.6,0,-1.6,0,998.2,2.986,
21-Jan-14,10.2,4.3,0,-5.3,0.1,995.9,4.023,
22-Jan-14,9.4,3.4,0,-0.3,0,997.9,4.056,
23-Jan-14,6.5,3.9,0,-2.4,2,1005.5,3.543,
24-Jan-14,11.5,4.6,0,1.4,8.5,1002.4,5.885,
25-Jan-14,9.8,3.3,0,4.1,2.9,1003.1,5.033,
26-Jan-14,10,1.8,0,-0.3,11.4,992.2,4.573,
27-Jan-14,7.3,2.3,0,-0.6,6,974.1,3.987,
28-Jan-14,6.6,3.8,0,2.3,6,974.8,5.188,
29-Jan-14,6.7,4,0,2.2,7.4,989.8,4.991,
30-Jan-14,6.1,2.9,0,3.4,0,997.1,4.876,
31-Jan-14,9.4,1.3,0,-0.9,4.7,981.7,4.584,
01-Feb-14,8.4,1.2,0,-1.1,3.2,971.8,3.729,
02-Feb-14,9.1,3.3,0,0.5,1.4,987.1,4.514,
03-Feb-14,8.9,2.9,0,0.9,6.7,986.3,6.082,
04-Feb-14,7.7,-0.1,0,-4.5,17.2,973.6,4.106,
05-Feb-14,8.9,6.3,0,-1.2,16.2,964.7,6.236,
06-Feb-14,7.5,1.7,0,1.1,0.1,978.3,5.201,
07-Feb-14,8.4,0.9,0,-3,1.6,973.6,3.891,
08-Feb-14,9.6,5.3,0,-1.9,3.6,955.2,5.275,
09-Feb-14,7,-0.2,0,3.3,0.6,968.7,5.007,
10-Feb-14,5.2,-0.4,0,-5.3,0.1,984.9,2.903,
11-Feb-14,5.7,0.5,0,-4.1,2.5,983.2,3.117,
12-Feb-14,9,1.4,0,-1.6,6.2,969.3,3.485,
13-Feb-14,6.6,1.2,0,-1,0.6,980.6,2.75,
14-Feb-14,9.1,2.1,0,-0.5,10.8,970.5,3.857,
15-Feb-14,8.4,2,0,-0.5,5.9,976.3,5.035,
16-Feb-14,8.5,-0.2,0,-6.1,0,995,3.284,
17-Feb-14,10.7,6,0,-2.5,2.4,992.9,6.197,
18-Feb-14,10.3,3.5,0,-1.3,0,999.2,6.168,
19-Feb-14,12.5,5.4,0,0.6,0.5,995.6,7.357,
20-Feb-14,11.8,2.4,0,2.9,3.5,985.6,7.537,
21-Feb-14,8.6,2.5,0,-1.1,2.5,989.9,4.775,
22-Feb-14,10.7,4.6,0,0.7,0.1,993.4,5.311,
23-Feb-14,11.4,5.8,0,3,2.6,987.8,8.191,
24-Feb-14,11.2,4.7,0,-0.2,3.1,985.3,7.006,
25-Feb-14,9.4,5,0,1,0.7,984.9,5.913,
26-Feb-14,10.4,4.1,0,0.8,2.1,997.2,5.868,
27-Feb-14,9.5,2.2,0,-0.4,0.2,994.2,5.996,
28-Feb-14,9.9,1.5,0,-2.4,0.9,995,6.019,
01-Mar-14,9.4,0.4,0,-5.1,0.3,993.8,5.431,
02-Mar-14,9,0.3,0,0,2.3,980.7,6.004,
03-Mar-14,9.3,-0.7,0,-5.6,2.2,980.9,5.089,
04-Mar-14,11.1,3,0,-2.5,0,998.4,5.972,
05-Mar-14,10.8,3,0,-3.1,0.4,1008.5,6.016,
06-Mar-14,14.7,8.8,0,6.6,1.4,1007.7,8.939,
07-Mar-14,10.3,2.8,0,4,5.1,1011.3,8.774,
08-Mar-14,12.2,7.1,0,-2.3,0,1010.7,8.138,
09-Mar-14,13.9,5.5,0,5.2,2,1013,9.16,
10-Mar-14,11.6,0.7,0,-3.8,0,1024,7.549,
11-Mar-14,12.2,0.1,0,-4.6,0,1028.6,7.019,
12-Mar-14,9.8,-1.6,0,-6.2,0,1026.9,6.544,
13-Mar-14,8.1,2.4,0,-2.7,0,1026,7.027,
14-Mar-14,11.3,3.9,0,4.3,0,1023,7.721,
15-Mar-14,15,7.1,0,4.7,0,1023.7,9.521,
16-Mar-14,11.4,6.7,0,5,0,1021,9.35,
17-Mar-14,11.2,6.2,0,6.4,0,1014.6,9.325,
18-Mar-14,13.3,6,0,-0.2,0.5,1008.9,9.129,
19-Mar-14,15.8,8.1,0,4.2,0,1007.6,9.811,
20-Mar-14,9.9,3.7,0,5.5,13,994.8,8.613,
21-Mar-14,10.9,1.8,0,-1.3,2.5,990.9,6.796,
22-Mar-14,9.6,1.3,0,-1.9,2.9,990.8,5.811,
23-Mar-14,10.7,0.2,0,-1.1,0.1,1002,7.109,
24-Mar-14,8.5,-0.5,0,-4.1,1.2,998.5,5.669,
25-Mar-14,13.1,1.1,0,-3,0.3,1005.1,7.37,
26-Mar-14,8.7,2.5,0,-1.4,0.7,1013.7,6.819,
27-Mar-14,7.2,1.5,0,-1.8,4.4,1007.9,6.007,
28-Mar-14,8.9,4.6,0,-1.6,7.4,1010.4,6.922,
29-Mar-14,10.7,5.2,0,3.6,6.7,1005.8,7.852,
30-Mar-14,12.8,6.6,0,3.6,0,1003.9,8.909,
31-Mar-14,13.5,7.2,0,2.9,1.3,1003.8,9.437,
01-Apr-14,13.8,3.2,0,-0.5,0.1,1003,10.226,
02-Apr-14,11.3,7.3,0,6.9,9.6,996.4,9.955,
03-Apr-14,15.5,6.9,0,6.3,1.1,995.4,11.467,
04-Apr-14,15.9,7.6,0,3.6,0,999.4,11.663,
05-Apr-14,17.6,10.5,0,7.3,0.8,998,12.66,
06-Apr-14,16.8,7.2,0,10.5,0.3,997.1,13.837,
07-Apr-14,13.5,4.1,0,2.2,5.3,999.9,12.068,
08-Apr-14,13.2,3.3,0,-0.3,0.1,1010.7,10.582,
09-Apr-14,13.8,7.4,0,3.5,0,1017.7,11.07,
10-Apr-14,14.8,3.1,0,-0.1,0,1016.3,11.855,
11-Apr-14,12.2,2,0,-3,0,1016.3,10.492,
12-Apr-14,14.7,6.8,0,2.2,0.7,1012.5,11.118,
13-Apr-14,13.3,6.1,0,2.8,0,1017.2,10.892,
14-Apr-14,14.4,4,0,-1.2,0,1020.8,11.137,
15-Apr-14,17,3.7,0,-1.6,0,1021.2,11.827,
16-Apr-14,16.4,3.4,0,-1.9,0,1017,11.92,
17-Apr-14,12.5,8,0,6.5,0,1015.2,12.292,
18-Apr-14,13,1.7,0,-2.5,0,1016.4,12.58,
19-Apr-14,13.9,1.8,0,-2.6,0,1013.2,12.368,
20-Apr-14,12.5,1,0,-3.3,2.1,1006.6,10.837,
21-Apr-14,15.9,9.4,0,8.1,0.2,1001.2,13.41,
22-Apr-14,12.1,7.7,0,3.7,2.5,1001.1,12.153,
23-Apr-14,17.6,6.7,0,5.6,1.3,1005.6,14.083,
24-Apr-14,14,4.4,0,-1.1,2.6,1011.4,11.895,
25-Apr-14,15.1,5.2,0,-0.3,0,1002,13.4,
26-Apr-14,11.5,7.1,0,4,8.8,991.6,12.17,
27-Apr-14,14.5,7.9,0,5.9,0.1,1001,13.243,
28-Apr-14,14.9,9.3,0,3.4,0.1,1006.8,13.48,
29-Apr-14,16.7,6,0,1.4,0,1006.4,14.807,
30-Apr-14,15.5,5.6,0,-0.3,0.7,1003.7,13.25,
01-May-14,14.5,9.3,0,9.3,6,1007.9,13.715,
02-May-14,12.7,8.7,0,8.2,0.1,1018.8,13.548,
03-May-14,14.7,9.2,0,8.6,0,1019.4,13.438,
04-May-14,15.3,8.7,0,7,0.1,1011.9,14.08,
05-May-14,14.1,8.5,0,5,2,1000,12.108,
06-May-14,16.3,5.9,0,0,1.2,994.6,13.085,
07-May-14,15.2,7.2,0,2.8,1.5,998.4,13.352,
08-May-14,17.2,9.2,0,8.6,2.7,998.9,14.257,
09-May-14,16.2,8,0,6.1,6.1,999.9,14.962,
10-May-14,15.4,9,0,4.8,3.8,990.9,14.525,
11-May-14,13.8,8.2,0,8.4,7.6,996.9,14.13,
12-May-14,14.5,5.7,0,2,1.9,1005.5,14.422,
