Station Name: PHOENIX PARK,,,,,,,,
Station Height: 48 M ,,,,,,,,
Latitude:53.364  ,,,,,,,,
,,,,,,,,
,,,,,,,,
date:  -  00 to 00 utc,,,,,,,,
rain:  -  Precipitation Amount (mm),,,,,,,,
"maxtp: -  Maximum Air Temperature (C)	  ",,,,,,,,
mintp: -  Minimum  Air Temperature (C),,,,,,,,
gmin:  -  09utc Grass Minimum Temperature (C),,,,,,,,
soil:  -  Mean 10cm soil temperature (C),,,,,,,,
cbl:   -  Mean CBL Pressure (hpa),,,,,,,,
ind:   -  Indicator (i),,,,,,,,
,,,,,,,,
date,maxtp,mintp,igmin,gmin,rain,cbl,soil,Good weather
28-Jun-18,27.1,11.3,0,6,0,1020.6,24.798,
29-Jun-18,24.1,13,0,8.2,0.3,1017.3,25.102,
30-Jun-18,21.1,12.3,0,8,0,1011.8,24.852,
01-Jul-18,23.6,10,0,5.5,0,1011.8,24.302,
02-Jul-18,23.6,9.6,0,5.3,0,1014.9,24.43,
03-Jul-18,21.8,11.8,0,6.9,0,1013.5,24.565,
04-Jul-18,24.7,9.4,0,4.5,0,1009.5,24.645,
05-Jul-18,20.8,13.3,0,11.5,0,1011.9,23.858,
06-Jul-18,22.6,12.9,0,9.3,0,1016.2,22.88,
07-Jul-18,24.8,12.4,0,7.6,0,1019.3,23.722,
08-Jul-18,25.8,12.6,0,8,0,1022.1,23.878,
09-Jul-18,22.6,12.2,0,8.6,0,1023.2,22.785,
10-Jul-18,21.8,7.2,0,2.7,0,1020.5,22.985,
11-Jul-18,18.6,11.9,0,7.6,0,1018.1,21.195,
12-Jul-18,18.6,14.1,0,13.9,0,1017.8,20.137,
13-Jul-18,21,11.9,0,14.1,0,1016.6,21.302,
14-Jul-18,26.1,11.3,0,6.9,0,1012.4,22.95,
15-Jul-18,19,14.9,0,14.1,2.8,1007.9,21.13,
16-Jul-18,21.2,12.4,0,8.5,0,1008.2,20.755,
17-Jul-18,21.8,12.8,0,8.7,0,1008.8,20.58,
18-Jul-18,21.9,12.3,0,9,0,1011.7,21.495,
19-Jul-18,22.9,8.4,0,3.2,0,1013.4,22.022,
20-Jul-18,21,13,0,9.8,7.4,1009.2,20.29,
21-Jul-18,21.5,12,0,10.9,0,1010,20.105,
22-Jul-18,27.1,15.9,0,15.8,0,1010.3,22.085,
23-Jul-18,27.7,14.8,0,12.9,1.4,1008.1,23.188,
24-Jul-18,22.1,12.2,0,9.2,0,1009.2,21.653,
25-Jul-18,24.1,10.4,0,5.8,0,1010.5,22,
26-Jul-18,26,11.2,0,6.6,0,1005.4,23.195,
27-Jul-18,21.4,15.6,0,14.8,1.4,997.4,22.122,
28-Jul-18,17.4,8.8,0,9.9,9,992,18.352,
29-Jul-18,19.8,8.7,0,4.5,6.2,991.7,17.76,
30-Jul-18,20.6,11.4,0,7.4,2.2,1000,17.74,
31-Jul-18,20.3,10.1,0,5.6,0.1,1006.2,16.695,
01-Aug-18,19,11.6,0,6.9,3.2,1009.5,16.57,
02-Aug-18,26.2,17.1,0,14.6,0,1012.8,20.195,
03-Aug-18,25.2,15.6,0,16.7,1.1,1017.6,21.292,
04-Aug-18,22.4,13.4,0,14.6,0,1020.5,21.538,
05-Aug-18,25,13.7,0,11.1,0,1016,22.2,
06-Aug-18,22.8,14,0,11.7,0.7,1009.1,21.09,
07-Aug-18,19.5,10.6,0,11.9,0,1003.8,20.25,
08-Aug-18,20.5,9.7,0,5.3,0,1004.1,19.217,
09-Aug-18,20.1,6,0,0.9,0,1008.3,18.782,
10-Aug-18,20,7.6,0,2.1,0.2,1012.1,18.767,
11-Aug-18,19.4,6.1,0,1.4,0.1,1008.4,17.548,
12-Aug-18,20.5,15.9,0,15.8,1.6,1000.4,19.762,
13-Aug-18,20.5,13.5,0,12.2,0,1004.4,20.013,
14-Aug-18,21.8,14.1,0,11.5,0.1,1008.5,20.57,
15-Aug-18,24.6,13,0,14.8,4.3,1005.1,21.13,
16-Aug-18,19.2,10.3,0,6.9,1.5,1006.9,18.712,
17-Aug-18,17.6,11.6,0,9.1,1.8,1009.8,16.767,
18-Aug-18,26,16.1,0,13.8,0.4,1007.7,19.71,
19-Aug-18,20.9,15.8,0,15.7,1.7,1008.9,19.888,
20-Aug-18,20.2,15.6,0,13.9,2.3,1013.1,20.045,
21-Aug-18,25.6,14.7,0,12.3,0,1011.3,20.67,
22-Aug-18,19.1,10.7,0,15.3,1.9,1008.7,19.552,
23-Aug-18,17.8,9.4,0,6.6,2.9,1008.1,17.528,
24-Aug-18,15.6,7.8,0,5.1,3.2,1008,15.517,
25-Aug-18,17.7,6.7,0,2.9,0,1009.2,15.67,
26-Aug-18,18.2,10.9,0,9.4,12.5,999.7,16.05,
27-Aug-18,19.6,10.4,0,10.3,0.3,1004.6,16.85,
28-Aug-18,18.1,7.6,0,3.9,0,1008.6,16.055,
29-Aug-18,18.6,8.8,0,5.4,0.9,1012.6,16.88,
30-Aug-18,16.7,7.7,0,3.3,0,1017.9,15.83,
31-Aug-18,20.4,6.8,0,2.1,0,1015.2,16.095,
01-Sep-18,22.9,13.6,0,15,0.1,1015.2,18.925,
02-Sep-18,25.1,12.9,0,9,3.9,1015.1,19.528,
03-Sep-18,17.9,9.4,0,6.4,0,1019,18.188,
04-Sep-18,18.6,5,0,0,0,1019.8,16.378,
05-Sep-18,19.9,7,0,1.6,3.2,1017.9,17.337,
06-Sep-18,17,6.8,0,11.6,4.1,1013.5,16.9,
07-Sep-18,15.7,5.5,0,0.1,0,1010.9,14.59,
08-Sep-18,18.3,13.3,0,12.3,6.2,1006.4,16.138,
09-Sep-18,18.9,12.1,0,11,0.2,1007.7,16.86,
10-Sep-18,16.9,11.8,0,10.1,2,1009,16,
11-Sep-18,17.5,10.8,0,10.6,2.2,1011.3,16.597,
12-Sep-18,17.8,8.3,0,4.2,0.2,1016.6,15.885,
13-Sep-18,17.5,8.6,0,3.3,0.3,1015.1,14.993,
14-Sep-18,17.6,11.2,0,10.3,2.8,1012.6,15.642,
15-Sep-18,17.7,10.7,0,6.8,0,1010.3,15.418,
16-Sep-18,19.8,9.6,0,12.5,3.2,1005.7,16.573,
17-Sep-18,21.1,9.8,0,5.8, ,998.6,15.938,
18-Sep-18,21.9,13.9,0,14.4,0.9,991.7,17.462,
19-Sep-18,18.4,10.3,0,9.9,0.4,994.5,15.122,
20-Sep-18,12.3,6.5,0,3.6,14.9,996.5,12.413,
21-Sep-18,16.1,6.2,0,3.8,1.1,1002.7,12.298,
22-Sep-18,12.7,6.6,0,2.4,0,1010.8,12.108,
23-Sep-18,13.6,4.2,0,0.3,0.1,1021.3,11.557,
24-Sep-18,14.6,3.4,0,-1.9,0,1032.7,10.76,
25-Sep-18,17,2.9,0,-1.4,0,1026.9,11.15,
26-Sep-18,20.6,13.9,0,11,0,1022.9,14.825,
27-Sep-18,17,7.1,0,3.8,0.3,1022.6,14.18,
28-Sep-18,14.7,3.1,0,-1,0.1,1027.8,11.837,
29-Sep-18,15.8,1.4,0,-2.9,0,1021.6,11.005,
30-Sep-18,13.2,4.9,0,6.1,0,1018.8,12.125,
01-Oct-18,14.6,2.9,0,-0.8,0.8,1019.7,10.935,
02-Oct-18,17,11.8,0,9.3,1,1017,13.845,
03-Oct-18,16.3,11.7,0,9.7,0.3,1020.1,14.042,
04-Oct-18,17.6,11.5,0,10.4,5.9,1014.8,14.417,
05-Oct-18,12,7.3,0,8.4,7.7,1010.9,13.315,
06-Oct-18,13,1.8,0,4.4,0,1013.7,11.385,
07-Oct-18,15.3,1.4,0,-2.5,0,1013.9,10.165,
08-Oct-18,16.2,12.9,0,10.7,0,1007.4,12.493,
09-Oct-18,18.2,13.2,0,12.1,0,1004.7,13.51,
10-Oct-18,20.2,11.6,0,7.6,0,999.3,13.805,
11-Oct-18,17.1,10.6,0,13.2,0.7,990.5,13.56,
12-Oct-18,16.4,11.6,0,5.8,5.9,987.7,12.597,
13-Oct-18,13.2,8.7,0,10.2,18.4,994.2,12.688,
14-Oct-18,14.1,3.3,0,4.3,0.1,1003.8,11.48,
15-Oct-18,14.1,3,0,-0.4,0,1008.2,9.783,
16-Oct-18,15.9,4.1,0,-0.1,0.1,1006,9.632,
17-Oct-18,13.9,2.5,0,3.2,0.1,1015.5,9.94,
18-Oct-18,13.7,1.1,0,-3.3,0,1022,8.175,
19-Oct-18,15.2,3.3,0,-1.5,0,1019.3,9.235,
20-Oct-18,17.6,8.8,0,3.3,0,1022.1,11.663,
21-Oct-18,15.3,5.3,0,13.1,0.9,1025.1,12.785,
22-Oct-18,12.9,3.2,0,-1,0,1033.8,9.286,
23-Oct-18,13.6,7.9,0,5.6,0,1029.4,9.722,
24-Oct-18,11.7,8.8,0,7.2,0,1025.7,10.733,
25-Oct-18,11.9,8.1,0,8.4,0.3,1017.2,10.895,
26-Oct-18,10,2.3,0,1.8,0.2,1013,9.205,
27-Oct-18,7.4,1.5,0,-2.6,0.1,1017.8,6.533,
28-Oct-18,10.2,-1.3,0,-2.9,0.4,1017.5,5.769,
29-Oct-18,8.5,-1.7,0,-5.5,0,1004.8,5.179,
30-Oct-18,10,-3,0,-7,0.1,994.8,5.135,
31-Oct-18,9.6,3.8,0,0.2,1.4,995.7,6.92,
01-Nov-18,9.2,-0.5,0,-5.3,0.1,1005,5.443,
02-Nov-18,13,-0.3,0,-5.4,1,1013.3,4.823,
03-Nov-18,15.8,11.3,0,-2.5,0.1,1002.9,9.677,
04-Nov-18,12.8,8.6,0,4.6,3.8,997.8,8.996,
05-Nov-18,12.4,10.1,0,7.5,5.8,993.5,9.873,
06-Nov-18,12.7,7.9,0,9.5,2.9,984.8,10.365,
07-Nov-18,9.6,3.5,0,3.8,18.6,986.8,9.293,
08-Nov-18,11.3,3.5,0,-1.3,0.9,996.9,7.547,
09-Nov-18,12,5.4,0,1.9,14.2,984.9,8.059,
10-Nov-18,9.9,3.9,0,0.5,2.6,979.5,7.134,
11-Nov-18,11.5,2.9,0,-0.9,4.1,985.6,6.752,
12-Nov-18,12.8,8.1,0,2,0.1,994.8,7.46,
13-Nov-18,13.3,7.1,0,2.8,0.5,1005,7.747,
14-Nov-18,14.6,12,0,5.3,0.4,1004.6,10.265,
15-Nov-18,15.3,5.3,0,8,0.1,1009.1,9.975,
16-Nov-18,15.6,4.9,0,0.6,0.1,1014.3,9.268,
17-Nov-18,13,8.3,0,10.5,0,1017.9,10.29,
18-Nov-18,11.5,5.4,0,-0.5,0,1021,7.731,
19-Nov-18,9.4,7.1,0,5.7,0.8,1017.8,7.491,
20-Nov-18,8.1,5.4,0,3.6,19.4,1009.3,7.026,
21-Nov-18,7,3.6,0,2.8,11.3,1003.8,6.453,
22-Nov-18,8.8,2.4,0,1.6,1.7,1009.9,6.374,
23-Nov-18,9.1,4.4,0,-1.5,0.1,1006.9,5.758,
24-Nov-18,9.4,6.4,0,2.9,0.4,1006.6,7.219,
25-Nov-18,9.4,4.9,0,0.4,3.3,1007.7,6.928,
26-Nov-18,8.8,1.9,0,2.3,0.4,1008.4,6.459,
27-Nov-18,10.9,5.1,0,-2.4,11,999.3,6.683,
28-Nov-18,15.6,8.6,0,1.7,3.2,984.7,8.703,
29-Nov-18,10.1,6.3,0,4.7,10.2,984.4,7.634,
30-Nov-18,8.3,4.1,0,2.3,3.7,993.6,6.139,
01-Dec-18,10.8,5.2,0,-0.2,4.8,991.8,7.384,
02-Dec-18,13.3,9.1,0,7.7,2.9,984.8,8.862,
03-Dec-18,9.4,2.8,0,5.6,5,998.2,7.552,
04-Dec-18,5.8,-0.8,0,-5.6,0.8,1012.3,4.442,
05-Dec-18,11.4,5.8,0,-2.6,16.2,1004.1,7.115,
06-Dec-18,13.5,9.7,0,7.8,1.2,997.6,8.908,
07-Dec-18,13.6,4.6,0,3.2,4.2,991.5,7.595,
08-Dec-18,10.5,7.5,0,2.5,4.4,993.1,7.096,
09-Dec-18,9.4,4.7,0,3.5,0.4,1004.9,6.962,
10-Dec-18,9.5,3.2,0,-0.6,0.2,1019.8,5.802,
11-Dec-18,11.2,3.3,0,-0.4,2.5,1013,6.288,
12-Dec-18,9.7,6.2,0,3.1,1.6,1005.7,7.565,
13-Dec-18,7.6,5.5,0,4.7,0.4,1006.2,6.654,
14-Dec-18,7.3,5.5,0,4.5,2.2,1007.9,6.16,
15-Dec-18,11.3,5.8,0,5.3,7.6,990,6.993,
16-Dec-18,7.8,3.3,0,-0.6,0.5,996.2,5.321,
17-Dec-18,13.3,3.4,0,-2.1,0,998.9,5.172,
18-Dec-18,13.2,5.5,0,5,4.3,989.4,7.691,
19-Dec-18,8.9,4.5,0,-1.2,0.2,989.4,4.953,
20-Dec-18,7.9,6.4,0,2.2,1.3,992.4,5.855,
21-Dec-18,9.5,5.8,0,4.3,5.1,992.5,6.499,
22-Dec-18,9.3,6.1,0,2.6,3.1,1005.2,5.907,
23-Dec-18,7.8,3.8,0,3,12.4,1013.2,6.602,
24-Dec-18,9.9,4.6,0,0.1,0,1022.5,6.581,
25-Dec-18,11.6,4.2,0,0.8,0,1023.1,6.516,
26-Dec-18,11.7,4.8,0,1.1,0.1,1020.6,6.336,
27-Dec-18,10.1,8.2,0,1.7,0,1019.7,7.585,
28-Dec-18,12.1,8.6,0,5.5,0,1021.8,8.46,
29-Dec-18,12.2,10.5,0,9.7,0.2,1023.9,9.448,
30-Dec-18,12,9.5,0,7.2,0,1027.5,9.33,
31-Dec-18,10.5,9.4,0,7.9,0,1028.7,8.887,
01-Jan-19,9.7,2.7,0,3.4,0.4,1032.6,8.343,
02-Jan-19,8,3.4,0,-2,0,1037.1,7.072,
03-Jan-19,8.4,5.6,0,-0.7,0,1035.6,7.061,
04-Jan-19,6.9,5.1,0,3.9,0,1035.6,6.645,
05-Jan-19,8.8,2.2,0,-2.2,0,1032.2,6.283,
06-Jan-19,10.7,7.8,0,3.5,0,1029.9,7.33,
07-Jan-19,11.5,5.8,0,3.5,0,1026,8.158,
08-Jan-19,8.9,2.5,0,0.5,0,1027.7,6.007,
09-Jan-19,8.6,2.7,0,-3.2,0.1,1028,5.375,
10-Jan-19,10.3,5.9,0,-1.5,2.4,1027.5,7.087,
11-Jan-19,10.1,7.2,0,6,0.1,1025.4,7.608,
12-Jan-19,10.4,7.7,0,5.1,0.8,1019.2,8.033,
13-Jan-19,11.3,6.5,0,6.4,0.5,1012.8,8.184,
14-Jan-19,8.6,6.2,0,2,0.1,1016.4,7.07,
15-Jan-19,9.9,7.1,0,5.2,0,1007.3,7.529,
16-Jan-19,9.3,1.9,0,1.3,0.8,997.9,6.54,
17-Jan-19,3.7,-0.6,0,-6.4,0,1007,3.494,
18-Jan-19,10.5,3.3,0,-5.4,0.2,1003.3,4.964,
19-Jan-19,8,4.5,0,2.4,1.5,1001.8,6.189,
20-Jan-19,7.8,-0.2,0,3.9,0.3,1013.8,6.07,
21-Jan-19,6.8,-1.5,0,-6.2,1.9,1010.5,3.449,
22-Jan-19,4.5,0.4,0,-2.1,0,996.9,3.118,
23-Jan-19,4.7,-0.2,0,-4.3,0.1,999,2.711,
24-Jan-19,10.2,4.7,0,0,3.3,1005.5,5.38,
25-Jan-19,11.1,8.2,0,5.8,0,1007.6,7.737,
26-Jan-19,11.1,4.5,0,4.9,5.7,992.1,7.644,
27-Jan-19,6.2,0.5,0,-1.2,0.2,993.7,4.734,
28-Jan-19,6.2,-0.2,0,-4.2,0,1002.9,3.432,
29-Jan-19,4.4,0.1,0,-1.5,3.1,994.9,3.694,
30-Jan-19,3.5,-3.6,0,-3.6,0,989.6,2.421,
31-Jan-19,4.1,-3.9,0,-8.7,5.6,983,1.69,
01-Feb-19,4.9,-1.2,0,-3.3,0,991.7,2.227,
02-Feb-19,5.4,-2.4,0,-8.1,0,1006.8,1.239,
03-Feb-19,9.1,-3,0,-8.5,0.9,1008.4,1.68,
04-Feb-19,9.7,-1.2,0,1.1,0,1007.8,4.382,
05-Feb-19,13.3,-1.2,0,-6.3,3.3,1008.5,3.932,
06-Feb-19,11.1,3.9,0,-2.5,2.4,999.5,4.433,
07-Feb-19,9.2,1.1,0,0.1,3.8,993.3,4.907,
08-Feb-19,11.3,5.3,0,2.4,2.1,981.9,6.461,
09-Feb-19,9.4,1.5,0,2.4,3.1,984.1,5.385,
10-Feb-19,7.2,1.1,0,-2.7,2.1,997.2,4.497,
11-Feb-19,9.6,2.5,0,-1.6,0,1015.3,4.8,
12-Feb-19,13.7,5.8,0,-0.9,0,1020.5,6.624,
13-Feb-19,11.8,9.6,0,7.9,0,1019.4,7.981,
14-Feb-19,13.5,1.5,0,3.4,0,1018.9,7.68,
15-Feb-19,16.5,0.4,0,-4.7,0,1012.5,6.308,
16-Feb-19,12.8,7.1,0,3.3,0,1006,7.451,
17-Feb-19,12.2,8.1,0,7.7,0.3,999.2,8.611,
18-Feb-19,10.3,5.5,0,1.2,0.2,1003.1,6.7,
19-Feb-19,10.5,3.7,0,-0.4,1.5,1004.8,6.137,
20-Feb-19,14.1,10.2,0,6.2,0,1004.4,9.065,
21-Feb-19,15,10.7,0,8.6,0,1012.6,10.035,
22-Feb-19,16,11.4,0,8,0,1019.6,9.375,
23-Feb-19,15,3.7,0,8.5,0,1022.4,8.88,
24-Feb-19,13.6,3,0,-2,0.1,1026.9,7.661,
25-Feb-19,15.8,2.9,0,-0.9,0,1026.2,7.687,
26-Feb-19,16.6,0.7,0,-3.3,0,1023,6.895,
27-Feb-19,13.5,0.1,0,-3.5,0,1015.5,6.878,
28-Feb-19,11.4,5.7,0,3.6,0.1,1010.1,8.131,
01-Mar-19,16.2,5,0,0.2,3.9,1008.1,8.666,
02-Mar-19,12.6,5.6,0,1.6,5.3,995.9,8.317,
03-Mar-19,7.3,0.4,0,3.6,21.6,984.4,5.452,
04-Mar-19,6.7,1.3,0,-1.3,0.9,985.6,4.563,
05-Mar-19,11,3.7,0,0.2,9.4,984,6.161,
06-Mar-19,12.1,4.8,0,6.6,0.8,975.7,7.755,
07-Mar-19,11.3,3.1,0,2.2,0.5,990.6,6.527,
08-Mar-19,10.7,1.1,0,-2.9,1,999.3,5.903,
09-Mar-19,10.1,4.2,0,2.6,4.1,1002.5,6.812,
10-Mar-19,7.9,1.3,0,2,6.2,1004.5,6.509,
11-Mar-19,11,1.1,0,-2.6,0.6,1006.6,5.449,
12-Mar-19,11.5,4.5,0,3.7,5.2,992.4,7.512,
13-Mar-19,10.6,5.5,0,3.6,1.4,1000.5,7.437,
14-Mar-19,11.3,7.5,0,6.5,6.6,997.2,8.863,
15-Mar-19,11.6,5.6,0,6.6,3.9,998.2,9.608,
16-Mar-19,12.1,2.7,0,5.3,10.9,988.7,9.29,
17-Mar-19,11.8,0.9,0,-1.6,3,1002.9,7.248,
18-Mar-19,11.1,4.4,0,1.3,0.9,1015.6,7.949,
19-Mar-19,14,6.8,0,3.1,0.6,1020.4,9.626,
20-Mar-19,17.7,8.4,0,5.7,0.1,1023.2,11.655,
21-Mar-19,14.3,10,0,7.8,0,1023.3,11.9,
22-Mar-19,12,5.5,0,6.1,0.8,1019.3,10.46,
23-Mar-19,10.6,2.2,0,-1.9,0,1026.4,8.929,
24-Mar-19,11.3,2.3,0,-2.7,0,1026.6,8.575,
25-Mar-19,12.4,4,0,-1.1,0,1028.9,9.511,
26-Mar-19,13.6,3,0,-2.3,0,1029.2,9.613,
27-Mar-19,14.4,3.6,0,-1.5,0,1030.1,10.26,
28-Mar-19,17,2.5,0,-2.3,0,1027.9,10.866,
29-Mar-19,14.1,2.9,0,-2.4,0,1020.8,10.576,
30-Mar-19,12.9,3.8,0,0,0,1018.3,9.932,
31-Mar-19,11.2,-1.2,0,-5.3,0,1019.6,8.592,
01-Apr-19,12.6,5.6,0,2,2.8,1011.1,9.882,
02-Apr-19,8.3,1.3,0,-0.9,0.1,1000.4,8.649,
03-Apr-19,8.1,1.7,0,-2.1,7.2,993.6,7.06,
04-Apr-19,8.6,1.3,0,0.8,14.4,984.8,7.104,
05-Apr-19,8.9,0.2,0,-4,3.8,991.9,6.41,
06-Apr-19,11.7,1.4,0,5.2,0.8,1001,9.457,
07-Apr-19,10.8,0.4,0,-3.5,0,1003.6,8.052,
08-Apr-19,9.5,6.6,0,0.6,4.4,1005.8,8.637,
09-Apr-19,11.3,6.5,0,7.4,0.1,1010.7,9.323,
10-Apr-19,9.9,3.5,0,2.1,0,1016.3,9.498,
11-Apr-19,13.5,0.2,0,-4.3,0,1019.2,9.53,
12-Apr-19,10.8,1,0,-3.5,0,1018.9,8.291,
13-Apr-19,9.7,6.5,0,0.4,0,1017.2,9.106,
14-Apr-19,8.1,5.7,0,5.6,0,1015.9,8.019,
15-Apr-19,9.5,4.9,0,3.6,10.6,1008.5,7.066,
16-Apr-19,10.1,3.8,0,5.3,3.7,1009.8,8.664,
17-Apr-19,12.9,0.2,0,-2.4,0,1013.9,9.098,
18-Apr-19,15.9,4.1,0,0.9,0,1018.1,11.3,
19-Apr-19,20.6,5.3,0,1.5,0,1023.1,12.688,
20-Apr-19,20.7,6.6,0,2.2,0,1022.9,14.358,
21-Apr-19,22.1,8.2,0,3.7,0,1011.6,15.353,
22-Apr-19,21.6,7.6,0,1.8,0,998.5,14.913,
23-Apr-19,18.6,10,0,5.8,0,990.7,15.493,
24-Apr-19,14.8,7.6,0,9,8.3,985.1,14.213,
25-Apr-19,11.5,6.1,0,1,2.5,989.1,11.667,
26-Apr-19,12.3,6.2,0,4.4,3,989.7,11.545,
27-Apr-19,12.1,5.2,0,5.1,7.9,1000,11.243,
28-Apr-19,12.1,4.6,0,0.1,0.1,1016,10.73,
29-Apr-19,13.5,8.4,0,5.4,0.8,1017.1,12.56,
30-Apr-19,13.3,9.3,0,9.4,1.1,1014.9,11.927,
01-May-19,15.9,7.2,0,6.2,0,1012.5,14.025,
02-May-19,15.8,8.3,0,5,0.5,1010.6,14.15,
03-May-19,11.9,4,0,3.3,0,1012.9,12.833,
04-May-19,13.1,2.3,0,0,0,1019.3,11.898,
05-May-19,12,0.5,0,-4.1,0,1021.7,11.427,
06-May-19,13,3,0,-1.6,0,1016,12.648,
07-May-19,13,6.2,0,3.6,0,1003.6,12.288,
08-May-19,9.6,7.5,0,4.8,5,989.9,10.273,
09-May-19,11.1,6.4,0,6.7,10.2,994.7,10.767,
10-May-19,13.6,2.8,0,-1.7,1.7,1003.7,11.635,
11-May-19,15,2.8,0,-1.7,0,1017.4,12.42,
12-May-19,18.2,2.7,0,-2.3,0,1028.9,12.898,
13-May-19,19,5.7,0,0.2,0,1031,14.903,
14-May-19,19.4,5,0,0.9,0,1026.4,16.165,
15-May-19,20,6.5,0,1.7,0,1019.2,16.612,
16-May-19,17.2,6.9,0,2.8,0,1013,16.22,
17-May-19,14,7.3,0,3,0.6,1007.4,13.905,
18-May-19,14.5,8,0,5.8,0.2,1003.8,14.355,
19-May-19,15.1,6.8,0,3.6,0.8,1006.8,14.115,
20-May-19,17.5,5.9,0,0.8,1.5,1011,15.215,
21-May-19,17,3.6,0,-0.6,0,1014.3,14.962,
22-May-19,17.8,9.6,0,8.6,0,1012.7,17.308,
23-May-19,17.4,10.6,0,6.5,0,1011,17.235,
24-May-19,18.3,11.1,0,7.6,0,1013.3,17.388,
25-May-19,19.6,11.3,0,9.8,0,1011.7,17.458,
26-May-19,18.6,11,0,13.6,0.7,1007.2,18.69,
27-May-19,17,8,0,7.3,10.6,1004.3,17.212,
28-May-19,15.4,8.3,0,4.8,0.3,1008.3,16.03,
29-May-19,17.4,8.9,0,6.1,1.9,1008.1,16.195,
30-May-19,21.7,14.2,0,12,0.6,1010.4,17.435,
31-May-19,19.4,8.9,0,13.4,0.2,1012,18.392,
01-Jun-19,20,7.5,0,3,1,1007.4,17.18,
02-Jun-19,19.3,10.4,0,12.7,0.2,997.5,18.983,
03-Jun-19,17.2,8.2,0,5,3,1001.3,17.407,
04-Jun-19,12.4,7.9,0,5.9,23.8,997.3,14.92,
05-Jun-19,12.6,8.8,0,9.7,2.5,996.5,14.712,
06-Jun-19,16.7,5.8,0,7.2,0.2,1001.2,16.085,
07-Jun-19,15.2,3.8,0,0.3,0,1000.9,14.62,
08-Jun-19,17.2,8.4,0,8.6,0,1006,16.3,
09-Jun-19,16.7,7.2,0,2.2,1.6,1012.1,16.405,
10-Jun-19,16.3,8.5,0,6.3,2,1014,17.118,
11-Jun-19,15.7,8.5,0,5.6,0,1015.2,16.185,
12-Jun-19,11.5,10.1,0,8.4,3.8,1008.9,14.51,
13-Jun-19,12.8,8.2,0,10,0.8,1001.8,13.962,
14-Jun-19,15.4,5.8,0,1.4,4.9,998.7,13.602,
15-Jun-19,17.1,9.1,0,8.9,7.4,1001.3,16.01,
16-Jun-19,18.1,7.1,0,3.5,3.9,1002,16.432,
17-Jun-19,19.4,9.4,0,4.6,0.1,1005.5,16.72,
18-Jun-19,19.4,8,0,2.4,0,1006.1,18.04,
19-Jun-19,18,10.3,0,8.2,1,1003.3,17.835,
20-Jun-19,17.5,8.1,0,3.9,0.9,1006.3,17.298,
21-Jun-19,18.2,6,0,0.3,0,1012.4,17.108,
22-Jun-19,18,6,0,2.3,0,1013.5,17.987,
23-Jun-19,17.8,12.5,0,10.7,16.2,1010.4,16.84,
24-Jun-19,19.1,12.1,0,13.2,0,1011.6,17.585,
25-Jun-19,18.8,12.2,0,7.9,0,1017.8,18.282,
26-Jun-19,18.2,11.5,0,7.5,0,1023.6,18.318,
27-Jun-19,19.3,13,0,11.5,0,1022.1,19.247,
28-Jun-19,24.1,13.1,0,11.2,0,1015.4,20.535,
29-Jun-19,22.4,14.4,0,11.7,0.8,1008.7,20.485,
30-Jun-19,20.6,12.9,0,10.7,0.2,1008.1,20.105,
01-Jul-19,19.6,10.4,0,11.5,0.5,1016.1,19.472,
02-Jul-19,17.8,9.5,0,6.3,0,1022.5,18.665,
03-Jul-19,19.2,6.9,0,2,0,1024,19.135,
04-Jul-19,23.3,8.6,0,4.4,0,1020.3,19.955,
05-Jul-19,21,9.9,0,5.4,0,1014.4,19.685,
06-Jul-19,16.7,13.1,0,10.8,1.2,1010.5,18.873,
07-Jul-19,19.4,10.6,0,9.3,0,1013,19.725,
08-Jul-19,18.1,9.9,0,5.9,0.9,1014.8,18.483,
09-Jul-19,24,13.7,0,12,0.1,1014.3,20.212,
10-Jul-19,21.3,13.5,0,9.9,3.9,1009.9,19.91,
11-Jul-19,22.2,14.2,0,12.5,0.8,1006.6,20.955,
12-Jul-19,18.6,13.4,0,11,0,1013.6,19.73,
13-Jul-19,20.3,11.4,0,13,0,1019.7,20.198,
14-Jul-19,19.3,8.6,0,4.7,0,1019.2,20.455,
15-Jul-19,24.5,9.9,0,5.6,0,1015.6,21.263,
16-Jul-19,23,14.4,0,10.8,0,1012.1,21.302,
17-Jul-19,19.7,12.7,0,10.6,2.2,1005.6,20.073,
18-Jul-19,21.9,12.1,0,8.3,0.8,1003.2,19.78,
19-Jul-19,22.4,12.4,0,9,4.9,998.1,19.855,
20-Jul-19,19.6,14,0,13.5,0.9,1000.6,19.743,
21-Jul-19,20.9,10.9,0,6.5,6.7,1007.2,18.548,
22-Jul-19,26.6,18.3,0,17.2,0.1,1008.7,21.997,
23-Jul-19,25.5,16.1,0,14,0,1007.5,23.27,
24-Jul-19,24.9,16.1,0,14.1,0,1003.3,23.042,
25-Jul-19,24,16.6,0,15.6,0,1001.3,21.735,
26-Jul-19,23.2,13.1,0,16.5,1.8,1002,22.035,
27-Jul-19,21.5,10.6,0,6.9,0.1,1004.9,20.995,
28-Jul-19,20.8,10.8,0,7.3,0,1003.5,20.642,
29-Jul-19,21.4,12.5,0,10.7,1.8,1001.7,20.897,
30-Jul-19,18.9,13.4,0,12.1,22.9,1002.9,19.085,
31-Jul-19,20.5,12.7,0,11.4,0.1,1008.8,19.378,
